wv,Eu,Er,Ho,Tb,Sm,Dy,Tm
805.04,-5.16E-06,7.35E-05,1.09E-05,-4.06E-05,5.57E-05,7.56E-05,0.0047591
805.28,-3.56E-06,7.36E-05,1.03E-05,-3.69E-05,1.88E-05,0.00010164,0.0047172
805.51,9.95E-07,7.30E-05,5.22E-06,-3.18E-05,2.28E-05,0.00010453,0.0046598
805.75,-3.03E-06,7.08E-05,1.22E-05,-2.51E-05,8.58E-05,7.41E-05,0.0046023
805.99,-4.21E-06,7.54E-05,1.03E-05,-1.99E-05,0.00014874,4.37E-05,0.0045426
806.23,-9.80E-06,8.24E-05,9.05E-06,-1.27E-05,0.00019279,2.48E-05,0.0044704
806.46,-9.74E-06,8.39E-05,3.17E-06,-1.27E-05,0.00015402,5.61E-05,0.0044008
806.7,-1.07E-05,7.81E-05,4.66E-06,-1.12E-05,0.00011525,8.75E-05,0.0043237
806.94,-8.83E-06,8.06E-05,-4.15E-06,-1.04E-05,7.65E-05,0.0001188,0.0042463
807.18,-2.21E-06,8.08E-05,-2.21E-06,-9.40E-06,7.86E-05,0.00010061,0.0041738
807.41,2.57E-06,8.45E-05,-1.08E-05,-1.50E-05,8.23E-05,8.04E-05,0.0040912
807.65,2.49E-06,8.27E-05,-1.47E-05,-1.33E-05,8.60E-05,6.03E-05,0.003993
807.89,-1.96E-06,8.69E-05,-9.89E-06,-5.57E-06,9.16E-05,6.39E-05,0.0039073
808.13,2.35E-06,8.00E-05,-1.30E-05,-6.02E-06,9.78E-05,7.60E-05,0.0038081
808.36,3.31E-06,7.07E-05,-1.26E-05,-8.93E-06,0.00010399,8.81E-05,0.003684
808.6,8.59E-06,7.01E-05,-3.30E-06,-1.13E-05,0.0001054,8.95E-05,0.0035433
808.84,1.28E-05,7.38E-05,-1.74E-06,-1.31E-05,0.0001023,8.08E-05,0.0034335
809.08,1.03E-05,7.43E-05,-3.08E-06,-1.45E-05,9.92E-05,7.22E-05,0.0033327
809.32,8.12E-06,7.09E-05,2.99E-06,-1.04E-05,9.73E-05,6.73E-05,0.0032191
809.55,1.45E-06,7.43E-05,-3.22E-06,-2.14E-05,9.82E-05,7.16E-05,0.0031278
809.79,2.98E-06,7.05E-05,-6.57E-07,-9.56E-06,9.91E-05,7.60E-05,0.0030114
810.03,6.80E-06,7.28E-05,-8.16E-07,-1.06E-05,0.00010079,7.99E-05,0.0029218
810.27,1.18E-05,6.97E-05,-3.43E-06,-1.99E-05,0.00011228,7.77E-05,0.0028256
810.5,8.84E-06,7.10E-05,-2.67E-06,-2.10E-05,0.00012376,7.55E-05,0.002733
810.74,7.49E-06,7.78E-05,-2.44E-06,-2.36E-05,0.00013524,7.33E-05,0.0026637
810.98,4.83E-06,7.06E-05,-6.27E-06,-1.93E-05,0.00011965,7.85E-05,0.0026287
811.22,4.29E-06,6.89E-05,-6.04E-06,-2.34E-05,9.92E-05,8.50E-05,0.0025543
811.45,5.64E-06,7.37E-05,-1.08E-05,-2.63E-05,7.87E-05,9.16E-05,0.0024872
811.69,7.29E-06,8.17E-05,-1.34E-05,-3.05E-05,7.33E-05,8.57E-05,0.0024167
811.93,1.08E-05,7.72E-05,-8.87E-06,-1.50E-05,7.71E-05,7.23E-05,0.0023221
812.17,7.75E-06,7.55E-05,-5.52E-06,-1.80E-05,8.08E-05,5.90E-05,0.0022575
812.41,8.59E-06,7.02E-05,-5.24E-06,-2.28E-05,7.74E-05,4.45E-05,0.0021817
812.64,8.41E-06,6.65E-05,-1.91E-05,-3.60E-05,6.34E-05,2.83E-05,0.0021249
812.88,9.69E-06,7.03E-05,-1.99E-05,-3.78E-05,4.94E-05,1.22E-05,0.0020615
813.12,1.16E-05,6.79E-05,-1.62E-05,-3.23E-05,4.03E-05,6.54E-06,0.0019961
813.36,1.37E-05,7.23E-05,-1.97E-05,-3.15E-05,5.27E-05,4.78E-05,0.0019409
813.6,1.25E-05,6.35E-05,-2.11E-05,-2.79E-05,6.51E-05,8.91E-05,0.0018844
813.83,1.15E-05,6.36E-05,-1.91E-05,-2.28E-05,7.75E-05,0.00013043,0.0018262
814.07,1.28E-05,5.65E-05,-1.90E-05,-2.00E-05,8.28E-05,0.00011557,0.0017841
814.31,1.02E-05,5.89E-05,-2.29E-05,-3.06E-05,8.77E-05,9.85E-05,0.0017546
814.55,1.46E-05,5.61E-05,-2.51E-05,-3.32E-05,9.27E-05,8.14E-05,0.0017156
814.78,9.61E-06,5.84E-05,-2.24E-05,-2.98E-05,8.64E-05,8.14E-05,0.001669
815.02,1.13E-05,5.22E-05,-8.87E-06,-1.75E-05,7.61E-05,8.73E-05,0.0016223
815.26,4.50E-06,3.14E-05,-2.34E-05,-2.01E-05,6.59E-05,9.32E-05,0.0015755
815.5,2.46E-07,2.47E-05,-2.55E-05,-2.19E-05,6.60E-05,9.86E-05,0.001537
815.74,-2.19E-06,1.82E-05,-2.45E-05,-2.51E-05,7.57E-05,0.00010356,0.0014926
815.97,-7.14E-07,2.37E-05,-2.36E-05,-1.93E-05,8.53E-05,0.00010853,0.0014605
816.21,4.29E-06,2.42E-05,-2.23E-05,-1.72E-05,8.79E-05,0.00011078,0.0014251
816.45,4.60E-06,2.97E-05,-1.99E-05,-1.97E-05,7.42E-05,0.00010674,0.0013972
816.69,4.73E-06,2.26E-05,-1.77E-05,-1.19E-05,6.05E-05,0.0001027,0.0013649
816.93,1.42E-06,2.48E-05,-1.45E-05,-1.35E-05,4.95E-05,9.92E-05,0.0013308
817.16,1.71E-06,2.13E-05,-1.53E-05,-1.06E-05,6.72E-05,0.00010203,0.0013105
817.4,2.62E-06,2.76E-05,-2.14E-05,-1.65E-05,8.49E-05,0.00010482,0.0012864
817.64,8.19E-06,3.89E-05,-3.05E-06,-8.74E-06,0.00010259,0.00010762,0.0012713
817.88,9.44E-06,4.69E-05,-6.36E-06,-7.72E-06,0.00013104,0.00010854,0.0012566
818.12,1.34E-05,5.05E-05,-9.87E-06,-8.34E-06,0.00016118,0.00010916,0.001242
818.35,1.27E-05,5.10E-05,-8.51E-06,-7.75E-06,0.00019131,0.00010978,0.0012163
818.59,6.60E-06,5.32E-05,-7.61E-06,-1.26E-05,0.00019177,0.0001092,0.0011938
818.83,5.99E-06,5.12E-05,-6.84E-06,-1.31E-05,0.00017592,0.00010795,0.0011682
819.07,7.59E-06,6.20E-05,-7.77E-06,-1.01E-05,0.00016007,0.00010671,0.0011551
819.31,8.44E-06,6.42E-05,-1.15E-05,-9.55E-06,0.00014781,9.99E-05,0.0011342
819.54,1.08E-05,6.71E-05,-1.21E-05,-1.38E-05,0.00014035,8.56E-05,0.0011111
819.78,1.08E-05,6.55E-05,-8.79E-06,-6.30E-06,0.00013289,7.13E-05,0.0010808
820.02,9.62E-06,6.79E-05,-7.15E-06,-8.30E-06,0.00012361,6.47E-05,0.0010554
820.26,7.74E-06,6.86E-05,-2.76E-06,-9.55E-06,0.00010745,8.71E-05,0.001032
820.5,-7.30E-07,6.54E-05,2.46E-06,-8.07E-06,9.13E-05,0.00010945,0.0010058
820.73,-3.97E-06,6.72E-05,5.21E-06,-7.83E-06,7.51E-05,0.00013183,0.000945
820.97,-3.42E-06,6.21E-05,2.23E-06,-1.67E-05,4.66E-05,0.00011935,0.00092258
821.21,-3.60E-06,6.10E-05,3.58E-06,-1.43E-05,1.80E-05,0.00010661,0.00089807
821.45,1.20E-06,5.58E-05,5.96E-06,-2.00E-05,-1.06E-05,9.39E-05,0.00086738
821.69,7.12E-07,5.32E-05,3.00E-06,-1.93E-05,-4.47E-06,9.82E-05,0.00084343
821.92,-1.79E-06,5.69E-05,3.74E-06,-2.19E-05,1.17E-05,0.00010756,0.00082598
822.16,-1.28E-06,5.28E-05,4.73E-06,-1.89E-05,2.79E-05,0.00011688,0.00081105
822.4,4.69E-06,5.79E-05,2.11E-06,-2.19E-05,2.16E-05,0.00012048,0.00079434
822.64,7.09E-06,5.35E-05,-1.09E-06,-1.89E-05,-2.32E-06,0.00011955,0.0007665
822.88,1.17E-05,5.93E-05,-5.23E-06,-1.80E-05,-2.63E-05,0.00011861,0.00074838
823.12,1.38E-05,5.68E-05,-4.88E-06,-1.56E-05,-2.89E-05,0.00012407,0.0007704
823.35,1.81E-05,5.81E-05,-7.06E-06,-1.12E-05,9.35E-06,0.00014179,0.00075206
823.59,1.60E-05,5.58E-05,-7.70E-06,-1.26E-05,4.76E-05,0.00015952,0.00073297
823.83,8.24E-06,6.22E-05,-8.07E-06,-8.67E-06,7.79E-05,0.0001726,0.00071208
824.07,9.99E-06,6.26E-05,-2.55E-06,-9.24E-06,5.30E-05,0.00015363,0.00070428
824.31,1.00E-05,5.84E-05,-7.18E-06,-9.66E-06,2.81E-05,0.00013466,0.00068295
824.54,4.07E-06,7.03E-05,-4.34E-06,-1.03E-05,3.21E-06,0.00011569,0.00066117
824.78,-4.68E-06,6.65E-05,-3.34E-06,-1.01E-05,1.00E-06,0.00012902,0.00063943
825.02,-3.80E-06,6.94E-05,-2.71E-06,-1.10E-05,1.00E-06,0.0001455,0.00063077
825.26,-4.75E-06,5.88E-05,1.93E-06,-1.34E-05,1.00E-06,0.00016199,0.00060848
825.5,-7.15E-06,5.50E-05,-1.53E-06,-2.24E-05,4.21E-05,0.00017241,0.0005909
825.74,-9.03E-06,5.58E-05,3.15E-06,-1.69E-05,0.00010123,0.00018019,0.00057137
825.97,-8.69E-06,5.65E-05,2.00E-06,-1.65E-05,0.00016033,0.00018796,0.00055631
826.21,-6.88E-06,4.86E-05,4.47E-06,-1.62E-05,0.00017214,0.00018392,0.00054298
826.45,-1.02E-05,4.73E-05,5.43E-06,-1.25E-05,0.00013294,0.00016712,0.00052309
826.69,-8.69E-06,4.54E-05,1.13E-06,-1.42E-05,9.38E-05,0.00015032,0.00051496
826.93,-2.16E-06,4.06E-05,-2.43E-06,-1.84E-05,6.43E-05,0.0001419,0.00050645
827.17,5.28E-06,4.21E-05,-6.97E-06,-1.60E-05,6.15E-05,0.00015652,0.00052982
827.4,5.70E-06,4.90E-05,-8.90E-06,-1.04E-05,5.87E-05,0.00017114,0.00051208
827.64,6.67E-06,5.92E-05,-1.58E-05,-1.53E-05,5.73E-05,0.0001841,0.0005071
827.88,1.16E-05,6.02E-05,-1.39E-05,-1.07E-05,8.15E-05,0.00016699,0.00049604
828.12,2.19E-05,5.82E-05,-1.48E-05,-1.44E-05,0.00010581,0.00014987,0.00048527
828.36,2.47E-05,6.41E-05,-1.43E-05,-7.40E-06,0.00013008,0.00013276,0.0004808
828.6,2.37E-05,6.50E-05,-1.48E-05,-8.32E-06,8.07E-05,0.00014932,0.00046949
828.83,2.38E-05,7.10E-05,-1.20E-05,-9.75E-06,1.73E-05,0.00017234,0.00045526
829.07,2.26E-05,7.61E-05,-1.75E-06,-2.25E-06,-4.62E-05,0.00019537,0.00044055
829.31,1.83E-05,7.91E-05,2.01E-06,-1.43E-06,-6.81E-05,0.00020225,0.00042994
829.55,1.71E-05,8.05E-05,9.40E-06,6.71E-07,-6.49E-05,0.00019945,0.00038437
829.79,1.86E-05,7.35E-05,1.03E-05,-1.42E-05,-6.18E-05,0.00019665,0.00038645
830.03,2.95E-05,5.86E-05,2.42E-05,2.27E-05,-4.46E-05,0.000195,0.00037019
830.26,2.46E-05,5.80E-05,3.28E-05,2.82E-05,-7.24E-06,0.000195,0.00035608
830.5,1.60E-05,5.73E-05,4.04E-05,3.06E-05,3.01E-05,0.000195,0.0003551
830.74,1.11E-05,4.62E-05,4.58E-05,2.42E-05,5.93E-05,0.00019998,0.00033823
830.98,1.04E-05,4.91E-05,4.60E-05,2.09E-05,5.59E-05,0.00022488,0.00032976
831.22,9.35E-06,4.49E-05,5.01E-05,1.80E-05,5.25E-05,0.00024979,0.00031855
831.46,1.28E-05,4.43E-05,4.74E-05,8.50E-06,4.90E-05,0.00027469,0.00031407
831.7,1.53E-05,3.68E-05,5.12E-05,1.39E-05,2.23E-05,0.00025809,0.0003027
831.93,1.17E-05,3.07E-05,4.95E-05,9.44E-06,-4.83E-06,0.00024097,0.00029663
832.17,9.60E-06,3.52E-05,5.73E-05,1.73E-05,-3.19E-05,0.00022384,0.00026807
832.41,-8.12E-07,5.04E-05,5.18E-05,-1.21E-05,-1.87E-05,0.00022097,0.00026592
832.65,3.36E-06,5.17E-05,4.95E-05,-2.56E-05,6.23E-06,0.00022221,0.00030584
832.89,-2.62E-06,4.88E-05,5.33E-05,-2.48E-05,3.11E-05,0.00022346,0.00028855
833.13,4.67E-06,5.25E-05,5.12E-05,-3.24E-05,5.82E-05,0.00022716,0.00027875
833.37,4.69E-06,4.78E-05,5.53E-05,-3.57E-05,8.68E-05,0.00023277,0.00027226
833.6,5.91E-06,4.79E-05,5.97E-05,-2.77E-05,0.00011545,0.00023837,0.00026819
833.84,4.11E-06,4.83E-05,6.74E-05,-1.62E-05,0.00013235,0.00023464,0.00026548
834.08,-1.85E-06,4.99E-05,6.86E-05,-2.19E-05,0.00012768,0.00021378,0.00025741
834.32,-1.48E-06,4.98E-05,6.57E-05,-2.59E-05,0.00012301,0.00019291,0.00025448
834.56,-1.95E-06,4.34E-05,6.70E-05,-2.32E-05,0.00011643,0.00017686,0.00025598
834.8,-3.58E-06,4.17E-05,7.29E-05,-2.31E-05,9.84E-05,0.00018994,0.00024574
835.04,-5.83E-06,4.50E-05,7.33E-05,-1.32E-05,8.03E-05,0.00020302,0.00019578
835.27,-5.04E-06,5.45E-05,6.96E-05,-1.58E-05,6.22E-05,0.0002161,0.00019247
835.51,-9.01E-06,6.85E-05,7.29E-05,-8.76E-06,8.51E-05,0.00020946,0.00019233
835.75,-1.23E-05,8.19E-05,7.61E-05,3.67E-06,0.00011093,0.00020136,0.00018597
835.99,-1.37E-05,9.31E-05,6.95E-05,-3.95E-06,0.00013679,0.00019326,0.00018007
836.23,-1.50E-05,0.00010651,6.98E-05,-6.43E-06,0.00012266,0.00020088,0.00016464
836.47,-1.24E-05,0.00012807,6.60E-05,-1.06E-05,9.31E-05,0.00021459,0.00016202
836.71,-1.43E-05,0.00015126,7.11E-05,-5.46E-06,6.35E-05,0.0002283,0.00015172
836.94,-1.30E-05,0.00017371,6.49E-05,-1.38E-05,4.55E-05,0.00022719,0.00015384
837.18,-9.76E-06,0.00019375,6.22E-05,-1.27E-05,3.86E-05,0.00021192,7.35E-05
837.42,-9.71E-06,0.000217,5.41E-05,-1.80E-05,3.18E-05,0.00019666,7.39E-05
837.66,-9.87E-06,0.00023247,5.08E-05,-1.38E-05,2.30E-05,0.00018995,6.82E-05
837.9,-1.33E-05,0.00024708,4.67E-05,-1.47E-05,9.96E-06,0.00020304,6.24E-05
838.14,-7.03E-06,0.00027126,3.89E-05,-2.33E-05,-3.13E-06,0.00021613,5.97E-05
838.38,-8.02E-06,0.00029439,3.40E-05,-2.66E-05,-1.09E-05,0.00022635,6.53E-05
838.61,-7.20E-06,0.00031517,2.84E-05,-2.61E-05,3.30E-05,0.00020859,6.62E-05
838.85,-1.27E-05,0.00033828,2.83E-05,-1.87E-05,7.70E-05,0.00019082,6.33E-05
839.09,-8.58E-06,0.00037421,1.98E-05,-2.42E-05,0.00012091,0.00017306,6.54E-05
839.33,-4.53E-06,0.00041365,1.55E-05,-2.22E-05,8.80E-05,0.00018037,5.69E-05
839.57,-7.14E-06,0.00046521,6.71E-06,-2.40E-05,4.50E-05,0.00019097,0.00013414
839.81,-9.12E-06,0.00051378,1.07E-05,-2.00E-05,1.95E-06,0.00020156,0.00013047
840.05,-2.91E-06,0.00055327,8.69E-07,-3.14E-05,1.48E-06,0.00020795,0.00013371
840.29,-1.96E-06,0.000584,-1.61E-06,-2.96E-05,2.14E-05,0.00021231,0.00012963
840.52,-2.55E-06,0.00061013,-5.43E-06,-3.54E-05,4.14E-05,0.00021668,0.00012925
840.76,-1.11E-06,0.00063503,-2.84E-06,-2.42E-05,4.46E-05,0.00021594,0.00011781
841,-4.15E-06,0.00067005,-5.21E-06,-2.99E-05,2.87E-05,0.00020939,0.00011556
841.24,-8.18E-07,0.0006963,-4.35E-06,-3.11E-05,1.28E-05,0.00020285,0.00011213
841.48,-6.85E-06,0.00070866,1.48E-06,-2.41E-05,5.78E-06,0.00019905,0.00010344
841.72,-1.30E-05,0.00071843,2.29E-06,-1.65E-05,2.42E-05,0.00020311,0.000105
841.96,-1.24E-05,0.00069921,3.55E-06,-1.96E-05,4.26E-05,0.00020716,9.74E-05
842.2,-9.67E-06,0.00068879,-3.47E-06,-2.31E-05,6.27E-05,0.0002109,9.44E-05
842.44,-1.36E-05,0.00068595,3.71E-06,-1.15E-05,0.00011481,0.00020903,8.88E-05
842.67,-9.77E-06,0.00068543,4.49E-06,-1.06E-05,0.00016689,0.00020716,8.83E-05
842.91,-9.92E-06,0.00067204,-1.75E-06,-8.40E-06,0.00021896,0.00020529,8.42E-05
843.15,-9.52E-06,0.0006668,-1.07E-05,-2.07E-05,0.00018137,0.00021212,8.74E-05
843.39,-6.23E-06,0.00065175,-1.05E-05,-1.67E-05,0.00012741,0.00022054,8.53E-05
843.63,-9.05E-07,0.00063634,-1.32E-05,-1.88E-05,7.35E-05,0.00022896,8.45E-05
843.87,6.66E-06,0.00061974,-1.29E-05,-1.41E-05,5.08E-05,0.00021545,8.71E-05
844.11,6.28E-06,0.00059941,-1.20E-05,-1.62E-05,4.58E-05,0.00018957,8.50E-05
844.35,5.35E-06,0.00059283,-9.65E-06,-9.70E-06,4.08E-05,0.00016368,8.56E-05
844.59,8.98E-06,0.00057518,-7.39E-06,-7.40E-06,4.34E-05,0.00015211,8.48E-05
844.82,1.14E-05,0.00056446,-8.91E-06,-9.55E-06,5.59E-05,0.00015928,8.29E-05
845.06,9.67E-06,0.00056013,-1.13E-05,-1.06E-05,6.84E-05,0.00016645,8.52E-05
845.3,9.86E-06,0.00056458,-2.87E-06,-5.70E-07,7.15E-05,0.00017158,8.38E-05
845.54,8.38E-06,0.00055552,6.63E-06,1.54E-05,4.28E-05,0.0001697,7.76E-05
845.78,8.16E-06,0.00054816,9.36E-06,2.18E-05,1.41E-05,0.00016783,7.66E-05
846.02,5.92E-06,0.00054595,9.73E-06,1.98E-05,-1.40E-05,0.00016641,7.45E-05
846.26,2.21E-06,0.00054213,9.25E-06,1.96E-05,-1.18E-05,0.00018575,7.32E-05
846.5,4.55E-06,0.00053081,1.16E-05,2.08E-05,-9.59E-06,0.0002051,7.05E-05
846.74,6.04E-06,0.00051262,8.88E-06,1.62E-05,-7.40E-06,0.00022445,6.83E-05
846.98,1.35E-06,0.00050073,9.62E-06,1.39E-05,-4.45E-06,0.00021883,6.44E-05
847.21,-1.36E-06,0.00048881,1.04E-05,1.12E-05,-1.33E-06,0.0002076,6.14E-05
847.45,-4.24E-06,0.00047104,1.55E-05,1.15E-05,1.79E-06,0.00019637,5.70E-05
847.69,-1.11E-06,0.00045663,1.11E-05,1.41E-06,9.01E-07,0.00018246,6.01E-05
847.93,3.85E-07,0.00044728,8.02E-06,-8.71E-06,-2.53E-06,0.00016686,6.23E-05
848.17,-2.38E-06,0.00043621,7.38E-06,-1.46E-05,-5.96E-06,0.00015126,5.82E-05
848.41,-7.44E-06,0.00042058,5.57E-06,-1.58E-05,5.71E-06,0.00014492,5.80E-05
848.65,-2.01E-06,0.00042644,2.57E-06,-2.50E-05,3.94E-05,0.0001521,5.92E-05
848.89,-1.63E-06,0.00042867,-4.02E-09,-3.12E-05,7.31E-05,0.00015927,6.15E-05
849.13,-3.70E-06,0.00042793,1.24E-06,-3.15E-05,9.92E-05,0.00016588,6.10E-05
849.37,-2.24E-06,0.00043267,1.93E-06,-2.50E-05,9.51E-05,0.00017025,6.59E-05
849.6,-2.90E-06,0.00042869,5.12E-06,-2.21E-05,9.11E-05,0.00017462,7.10E-05
849.84,-1.37E-06,0.00043036,5.28E-07,-1.98E-05,8.70E-05,0.00017899,7.37E-05
850.08,-3.37E-06,0.00042277,-9.07E-07,-2.37E-05,7.45E-05,0.00018336,7.35E-05
850.32,-1.19E-06,0.00040673,-1.17E-05,-3.69E-05,6.20E-05,0.00018773,7.74E-05
850.56,-1.98E-06,0.00030077,-1.54E-05,-4.36E-05,4.96E-05,0.00019211,7.91E-05
850.8,3.27E-06,0.00028823,-1.46E-05,-4.10E-05,5.99E-05,0.00018084,8.13E-05
851.04,-2.66E-06,0.00025295,-1.61E-05,-3.90E-05,7.61E-05,0.00016554,7.86E-05
851.28,-7.33E-06,0.00023109,-1.18E-05,-3.19E-05,9.24E-05,0.00015024,7.44E-05
851.52,-5.45E-06,0.00020917,-1.23E-05,-3.07E-05,7.00E-05,0.0001379,7.58E-05
851.76,-8.60E-06,0.00019457,-9.79E-06,-2.97E-05,2.10E-05,0.0001276,7.37E-05
852,-1.02E-05,0.00018163,-1.04E-05,-3.27E-05,-2.81E-05,0.00011729,7.00E-05
852.24,-9.29E-06,0.00016669,-1.53E-05,-4.19E-05,-4.60E-05,0.00011538,7.16E-05
852.47,-1.36E-05,0.00015034,-7.81E-06,-2.83E-05,-1.51E-05,0.00012662,6.74E-05
852.71,-1.48E-05,0.00013752,3.58E-06,-1.49E-05,1.59E-05,0.00013786,6.10E-05
852.95,-1.29E-05,0.00021616,2.68E-06,-1.52E-05,3.43E-05,0.00014793,6.16E-05
853.19,-1.62E-05,0.00019906,3.01E-06,-1.38E-05,-1.25E-06,0.00015293,5.77E-05
853.43,-1.51E-05,0.00018805,7.33E-06,-1.36E-05,-3.68E-05,0.00015793,5.42E-05
853.67,-1.05E-05,0.00017475,-7.22E-06,-2.56E-05,-7.25E-05,0.00016292,5.93E-05
853.91,-1.48E-05,0.00017138,-4.52E-06,-2.51E-05,-8.31E-05,0.00015777,5.50E-05
854.15,-1.37E-05,0.00015255,-8.64E-06,-3.21E-05,-9.35E-05,0.00015246,5.12E-05
854.39,-8.65E-06,0.00013735,-1.59E-05,-3.05E-05,-0.00010376,0.00014715,5.39E-05
854.63,-3.68E-06,0.00011923,-1.29E-05,-2.08E-05,-5.12E-05,0.00014649,5.46E-05
854.87,1.52E-07,0.00011245,-1.47E-05,-1.95E-05,1.87E-05,0.00014711,5.37E-05
855.11,-1.33E-06,0.00010493,-1.47E-05,-1.50E-05,8.87E-05,0.00014774,5.47E-05
855.35,-2.64E-06,0.00010061,-8.76E-06,-5.90E-06,8.88E-05,0.00013692,5.26E-05
855.58,-2.05E-06,9.35E-05,-7.33E-06,-8.88E-07,3.85E-05,0.00011787,5.33E-05
855.82,-5.47E-06,8.85E-05,-7.42E-06,-5.67E-06,-1.18E-05,9.88E-05,5.18E-05
856.06,-8.22E-06,8.94E-05,5.21E-06,3.27E-06,-2.90E-05,9.12E-05,4.62E-05
856.3,-7.84E-06,8.80E-05,2.04E-06,1.50E-06,7.88E-06,0.00010209,4.94E-05
856.54,-9.51E-06,8.40E-05,5.87E-06,5.74E-06,4.47E-05,0.00011303,4.86E-05
856.78,-1.13E-05,7.66E-05,1.45E-05,8.96E-06,7.86E-05,0.00012088,4.54E-05
857.02,-1.68E-05,7.28E-05,1.75E-05,8.90E-06,9.90E-05,0.00011463,4.01E-05
857.26,-1.98E-05,6.11E-05,1.57E-05,6.27E-06,0.00011926,0.00010838,4.00E-05
857.5,-1.81E-05,6.44E-05,1.83E-05,8.10E-06,0.00013958,0.00010213,2.71E-05
857.74,-1.63E-05,5.57E-05,1.74E-05,9.49E-06,0.00011002,0.0001124,2.61E-05
857.98,-1.00E-05,5.70E-05,6.85E-06,-3.83E-06,7.94E-05,0.00012303,2.82E-05
858.22,-6.42E-06,5.80E-05,2.86E-06,6.67E-07,4.88E-05,0.00013365,3.22E-05
858.46,-7.52E-06,5.12E-05,-9.90E-07,-2.41E-06,6.07E-05,0.0001231,3.40E-05
858.7,-2.26E-06,4.71E-05,2.47E-06,-2.41E-07,8.48E-05,0.00010653,3.37E-05
858.94,9.01E-07,4.51E-05,6.84E-06,6.13E-07,0.00010888,9.00E-05,3.40E-05
859.17,1.54E-06,4.98E-05,3.48E-06,4.16E-06,0.00011664,8.99E-05,2.68E-05
859.41,6.49E-06,4.97E-05,-5.90E-06,-3.19E-07,0.00011258,0.00010176,3.00E-05
859.65,1.17E-05,5.05E-05,-1.62E-05,-1.05E-05,0.00010852,0.00011364,3.02E-05
859.89,9.43E-06,4.33E-05,-2.62E-05,-1.77E-05,0.00011395,0.00011459,4.36E-05
860.13,9.64E-06,4.73E-05,-2.83E-05,-1.86E-05,0.0001349,9.77E-05,4.60E-05
860.37,4.57E-06,4.13E-05,-1.83E-05,-1.18E-05,0.00015584,8.08E-05,4.24E-05
860.61,1.69E-06,3.35E-05,-1.40E-05,-8.50E-06,0.00017011,6.77E-05,3.94E-05
860.85,7.11E-06,3.08E-05,-1.49E-05,-8.62E-06,0.00015417,7.18E-05,3.01E-05
861.09,-2.80E-06,-1.97E-05,-6.36E-06,1.89E-05,0.00013823,7.59E-05,-2.13E-07
861.33,-3.18E-06,-2.13E-05,-1.40E-05,1.58E-05,0.00012228,7.99E-05,1.17E-06
861.57,-3.80E-06,-2.81E-05,-1.30E-05,1.08E-05,9.62E-05,7.05E-05,5.17E-06
861.81,-1.12E-05,-2.93E-05,-4.14E-06,9.67E-06,6.99E-05,6.08E-05,1.96E-06
862.05,-1.76E-05,-2.51E-05,1.17E-05,2.13E-05,4.37E-05,5.11E-05,2.45E-06
862.29,-1.40E-05,-2.13E-05,1.78E-05,2.16E-05,2.72E-05,5.37E-05,1.85E-06
862.53,-1.63E-05,-3.04E-05,1.83E-05,1.91E-05,1.35E-05,5.96E-05,-1.95E-06
862.77,-1.62E-05,-2.49E-05,1.61E-05,1.83E-05,-3.01E-07,6.55E-05,6.87E-07
863.01,-1.49E-05,-2.22E-05,1.12E-05,1.59E-05,1.08E-05,6.96E-05,3.59E-06
863.25,-2.11E-05,-2.45E-05,1.14E-05,1.86E-05,3.96E-05,7.25E-05,1.08E-05
863.49,-1.42E-05,2.87E-05,1.40E-06,-1.00E-05,6.84E-05,7.53E-05,4.25E-05
863.72,-1.40E-05,2.85E-05,2.63E-06,-6.86E-06,6.59E-05,7.40E-05,4.23E-05
863.96,-1.14E-05,3.09E-05,2.44E-06,-5.67E-06,1.39E-05,6.61E-05,4.20E-05
864.2,-9.62E-06,3.03E-05,4.94E-06,1.41E-06,-3.80E-05,5.83E-05,3.90E-05
864.44,-4.40E-06,2.62E-05,2.44E-07,-3.80E-06,-6.88E-05,5.22E-05,3.98E-05
864.68,-5.23E-06,2.36E-05,-2.33E-06,-7.30E-06,-1.00E-05,5.35E-05,3.71E-05
864.92,-3.35E-06,3.35E-05,-2.41E-06,-1.15E-05,4.88E-05,5.47E-05,4.18E-05
865.16,-1.33E-06,2.73E-05,-1.09E-06,-5.70E-06,0.00010762,5.60E-05,3.67E-05
865.4,-3.36E-06,3.22E-05,3.58E-06,-1.44E-06,0.00010955,6.04E-05,3.54E-05
865.64,-1.75E-06,3.27E-05,4.91E-06,-3.14E-06,0.00011112,6.47E-05,3.59E-05
865.88,-1.20E-06,2.53E-05,1.63E-06,-1.94E-06,0.00011268,6.91E-05,3.30E-05
866.12,-4.19E-06,2.67E-05,2.93E-06,-1.73E-06,0.00012497,6.10E-05,2.94E-05
866.36,-6.00E-06,2.07E-05,3.61E-06,-2.46E-06,0.00013998,4.98E-05,2.91E-05
866.6,2.07E-06,2.13E-05,3.45E-06,-2.23E-06,0.000155,3.85E-05,3.51E-05
866.84,-1.93E-06,2.08E-05,4.05E-06,-3.28E-06,0.00016231,3.44E-05,3.20E-05
867.08,-7.55E-06,2.16E-05,8.59E-06,4.30E-06,0.0001645,3.50E-05,3.42E-05
867.32,-6.84E-06,1.16E-05,9.10E-06,9.40E-06,0.00016669,3.56E-05,2.95E-05
