wv,Eu,Er,Ho,Tb,Sm,Dy,Tm
425.15,4.42E-06,4.17E-05,2.14E-05,2.12E-05,0.00038728,0.00027618,0.00015944
425.36,1.08E-05,4.44E-05,1.80E-05,1.47E-05,0.00039756,0.00029045,0.0001628
425.58,1.25E-05,3.74E-05,1.76E-05,7.26E-06,0.00039613,0.00029329,0.00016182
425.8,1.40E-05,3.95E-05,1.49E-05,3.71E-06,0.00038157,0.0002833,0.00016594
426.02,1.13E-05,3.30E-05,1.42E-05,-3.83E-06,0.00036701,0.0002733,0.00015972
426.24,1.48E-05,3.19E-05,8.58E-06,-5.89E-06,0.00035245,0.00026331,0.00016428
426.46,1.15E-05,2.40E-05,1.03E-05,-1.67E-06,0.00033511,0.00028209,0.00016198
426.68,1.37E-05,1.55E-05,1.83E-06,-8.83E-06,0.00031769,0.0003018,0.00011132
426.9,1.41E-05,1.94E-05,-8.19E-07,-1.51E-05,0.00030027,0.00032151,0.00011611
427.11,1.58E-05,2.66E-05,-2.47E-06,-2.15E-05,0.0003161,0.00032626,0.00011487
427.33,1.22E-05,2.75E-05,3.30E-06,-7.73E-06,0.0003698,0.00031397,0.0001106
427.55,1.07E-05,2.56E-05,-4.18E-08,-8.13E-06,0.0004235,0.00030169,0.00010633
427.77,6.10E-06,2.96E-05,3.25E-06,-5.41E-06,0.00047721,0.00028941,0.00010747
427.99,5.49E-06,2.65E-05,5.83E-07,-9.77E-06,0.00046601,0.00028651,0.00010682
428.21,7.68E-06,3.18E-05,-3.23E-06,-1.81E-05,0.00045258,0.00028394,0.00011008
428.43,5.62E-06,2.80E-05,2.61E-06,-1.04E-05,0.00043915,0.00028137,0.00010601
428.65,1.24E-05,2.81E-05,-1.00E-06,-1.01E-05,0.00044013,0.00028213,0.00010528
428.87,1.43E-05,3.41E-05,5.41E-06,-7.47E-06,0.00045756,0.00028671,0.00010469
429.08,1.59E-05,2.90E-05,2.25E-06,-3.62E-06,0.000475,0.00029128,0.00010387
429.3,1.34E-05,3.15E-05,1.10E-05,9.98E-06,0.00049243,0.00029585,0.00010471
429.52,1.85E-05,2.85E-05,5.59E-06,3.78E-06,0.00046644,0.00029462,0.00011065
429.74,1.68E-05,2.92E-05,1.15E-05,8.32E-06,0.000439,0.00029319,0.00011424
429.96,2.10E-05,2.19E-05,1.03E-05,1.58E-05,0.00041156,0.00029176,0.00011044
430.18,2.17E-05,2.54E-05,1.31E-05,2.27E-05,0.00039458,0.00029181,0.00011222
430.4,2.22E-05,2.82E-05,6.00E-06,2.55E-05,0.00038943,0.00029352,0.00011603
430.62,2.38E-05,3.55E-05,-1.19E-06,1.72E-05,0.00038429,0.00029524,0.00011858
430.84,1.56E-05,4.51E-05,1.66E-06,1.83E-05,0.00037914,0.00029695,0.00012096
431.05,1.70E-05,4.35E-05,-1.38E-06,2.13E-05,0.00039428,0.00030228,0.00012187
431.27,1.46E-05,3.71E-05,4.65E-07,2.85E-05,0.00041001,0.00030771,0.00012108
431.49,1.95E-05,3.37E-05,-1.36E-06,3.08E-05,0.00042574,0.00031315,0.00012077
431.71,1.75E-05,3.85E-05,3.19E-06,3.44E-05,0.00044445,0.00031885,0.00011711
431.93,1.86E-05,3.84E-05,-4.52E-07,3.32E-05,0.00046648,0.00032486,0.00011803
432.15,1.51E-05,4.43E-05,-3.10E-06,2.42E-05,0.00048851,0.00033087,0.00012462
432.37,1.11E-05,4.24E-05,-5.29E-06,2.67E-05,0.00051053,0.00033687,0.00012134
432.59,1.09E-05,4.30E-05,-1.51E-07,4.71E-05,0.00047766,0.00032187,0.00012113
432.81,8.72E-06,4.58E-05,1.99E-06,7.22E-05,0.00044362,0.00030643,0.00012327
433.03,5.77E-06,3.40E-05,3.21E-06,8.77E-05,0.00040957,0.00029098,0.00011951
433.25,4.29E-06,2.95E-05,2.41E-06,9.80E-05,0.00040238,0.00028923,0.00012046
433.47,4.51E-06,4.27E-05,4.88E-06,0.0001094,0.00042384,0.00030211,0.00012052
433.68,3.28E-06,4.21E-05,7.75E-06,0.0001204,0.0004453,0.00031498,0.00011845
433.9,2.83E-06,3.55E-05,5.13E-06,0.00012629,0.00046677,0.00032786,0.00011951
434.12,3.76E-06,3.69E-05,1.86E-06,0.00013215,0.00045029,0.00031441,0.00012186
434.34,6.16E-06,4.59E-05,6.75E-06,0.00014452,0.0004334,0.00030067,0.00012192
434.56,1.25E-05,4.27E-05,1.00E-05,0.00014994,0.00041651,0.00028693,0.00012114
434.78,1.16E-05,3.54E-05,1.10E-05,0.00013613,0.00038955,0.00028085,0.00011534
435,1.29E-05,3.74E-05,1.50E-05,0.00012655,0.00035233,0.00028257,0.00011646
435.22,1.30E-05,4.55E-05,1.92E-05,0.00012212,0.00031511,0.00028429,0.00011894
435.44,9.36E-06,4.82E-05,2.53E-05,0.00012589,0.00027802,0.00028601,0.00011568
435.66,1.44E-05,3.65E-05,1.92E-05,0.00011436,0.00028661,0.00029031,0.00011872
435.88,1.49E-05,3.90E-05,1.35E-05,0.00011052,0.0002952,0.0002946,0.00012321
436.1,1.79E-05,4.19E-05,1.47E-05,0.00011211,0.00030379,0.0002989,0.00012176
436.32,1.85E-05,3.74E-05,1.64E-05,0.00011688,0.00032642,0.00029866,0.00011917
436.54,1.75E-05,2.55E-05,1.55E-05,0.00012937,0.00036251,0.00029408,0.00011882
436.75,1.34E-05,2.77E-05,1.58E-05,0.0001413,0.0003986,0.00028949,0.00012049
436.97,1.25E-05,3.64E-05,2.02E-05,0.00015495,0.00043377,0.00028509,0.00012428
437.19,1.33E-05,3.34E-05,2.22E-05,0.0001654,0.00042202,0.00028996,0.00012028
437.41,2.07E-05,2.28E-05,1.61E-05,0.00017124,0.00041028,0.00029483,0.00012061
437.63,2.19E-05,1.98E-05,1.45E-05,0.00017754,0.00039853,0.0002997,0.00012362
437.85,1.94E-05,2.20E-05,1.43E-05,0.00018086,0.00040178,0.00030927,0.00012492
438.07,1.61E-05,2.07E-05,1.59E-05,0.00018213,0.0004184,0.00032303,0.00012659
438.29,1.31E-05,2.20E-05,1.34E-05,0.00018134,0.00043502,0.00033678,0.00012851
438.51,1.52E-05,1.99E-05,1.12E-05,0.00018127,0.0004508,0.00034943,0.00012975
438.73,1.99E-05,2.75E-05,1.40E-05,0.0001698,0.00044593,0.00033482,0.0001295
438.95,1.70E-05,2.74E-05,1.32E-05,0.00016009,0.00044106,0.0003202,0.00013102
439.17,2.61E-05,2.52E-05,4.14E-07,0.00014093,0.00043619,0.00030558,0.00013626
439.39,2.61E-05,2.49E-05,-1.27E-06,0.00013059,0.00043983,0.00029695,0.00014564
439.61,2.19E-05,3.28E-05,2.84E-06,0.00011661,0.00045043,0.00029322,0.00014804
439.83,1.94E-05,3.67E-05,3.54E-06,0.00010446,0.00046104,0.0002895,0.00015144
440.05,2.17E-05,3.54E-05,7.00E-06,9.89E-05,0.0004706,0.00028812,0.00015114
440.27,2.23E-05,3.65E-05,9.24E-06,8.82E-05,0.0004643,0.00032253,0.0001461
440.49,2.44E-05,3.24E-05,4.76E-06,6.63E-05,0.00045799,0.00035694,0.00014673
440.71,2.08E-05,3.99E-05,7.76E-06,5.58E-05,0.00045168,0.00039134,0.00014697
440.93,1.59E-05,4.26E-05,8.27E-06,4.76E-05,0.00045476,0.00039777,0.00014758
441.15,1.85E-05,4.22E-05,9.05E-06,3.83E-05,0.00046479,0.00038343,0.0001458
441.37,6.40E-06,3.81E-05,1.99E-05,4.31E-05,0.00047483,0.00036909,0.00014249
441.59,6.88E-06,3.84E-05,1.71E-05,3.31E-05,0.00048327,0.0003557,0.0001376
441.8,2.12E-06,3.59E-05,2.07E-05,3.59E-05,0.00047495,0.00035226,0.00013856
442.02,1.71E-06,3.75E-05,2.55E-05,3.35E-05,0.00046663,0.00034881,0.00014031
442.24,-2.76E-06,4.85E-05,2.60E-05,3.34E-05,0.00045831,0.00034537,0.00014388
442.46,-3.46E-06,4.85E-05,2.55E-05,2.90E-05,0.00044619,0.0003566,0.00014693
442.68,-8.74E-06,5.81E-05,3.28E-05,4.21E-05,0.00043156,0.00037754,0.00015014
442.9,-5.65E-06,5.93E-05,2.82E-05,3.57E-05,0.00041693,0.00039849,0.00015563
443.12,-5.98E-06,5.94E-05,2.65E-05,3.08E-05,0.00040466,0.0004142,0.00016076
443.34,-2.57E-06,5.58E-05,2.35E-05,2.49E-05,0.0004104,0.00039009,0.00016927
443.56,9.86E-06,5.77E-05,1.06E-05,1.67E-05,0.00041614,0.00036599,0.00018326
443.78,1.14E-05,5.66E-05,1.32E-05,1.42E-05,0.00042188,0.00034188,0.00018712
444,1.78E-05,5.57E-05,2.39E-06,5.51E-06,0.00040749,0.00033899,0.00019255
444.22,2.06E-05,5.27E-05,-1.39E-07,-6.93E-08,0.00038137,0.00034846,0.0001978
444.44,2.65E-05,4.16E-05,2.99E-06,8.38E-07,0.00035525,0.00035793,0.00019982
444.66,3.01E-05,3.66E-05,1.28E-06,2.87E-06,0.00033703,0.00036983,0.00020657
444.88,3.97E-05,3.52E-05,-1.19E-06,-7.96E-06,0.00036431,0.00039567,0.00021524
445.1,3.80E-05,2.98E-05,9.26E-06,-1.61E-06,0.00039158,0.00042151,0.00021858
445.32,3.91E-05,3.04E-05,9.92E-07,-9.21E-06,0.00041886,0.00044735,0.00023007
445.54,3.71E-05,3.63E-05,2.60E-07,-9.18E-06,0.00042914,0.00044358,0.00023876
445.76,3.36E-05,3.43E-05,7.29E-06,-1.09E-05,0.00043086,0.00042492,0.00024607
445.98,3.24E-05,3.26E-05,5.97E-06,-1.23E-05,0.00043259,0.00040625,0.00025795
446.2,2.90E-05,4.22E-05,1.02E-05,-1.03E-05,0.00043163,0.00039352,0.00027457
446.42,2.77E-05,4.02E-05,8.57E-06,-9.08E-06,0.0004187,0.00040731,0.00029194
446.64,2.16E-05,4.78E-05,7.94E-06,-1.05E-05,0.00040578,0.0004211,0.00031294
446.86,1.79E-05,4.90E-05,1.25E-05,-1.19E-05,0.00039285,0.00043489,0.00033726
447.08,9.45E-06,4.70E-05,1.36E-05,-7.54E-06,0.00039444,0.00045855,0.00036481
447.3,8.84E-06,4.94E-05,7.00E-06,-1.31E-05,0.00040219,0.00048642,0.00040516
447.52,9.35E-06,4.49E-05,1.82E-05,-1.28E-06,0.00040995,0.00051429,0.00044773
447.74,8.47E-06,4.41E-05,1.86E-05,-9.20E-07,0.00041714,0.00053854,0.00050265
447.96,5.59E-06,4.48E-05,2.45E-05,5.87E-06,0.00042231,0.00055003,0.0005673
448.18,3.20E-06,4.50E-05,2.79E-05,9.79E-06,0.00042748,0.00056153,0.00065004
448.4,-5.67E-07,3.90E-05,2.94E-05,9.47E-06,0.00043265,0.00057302,0.00074918
448.62,1.68E-06,4.20E-05,2.75E-05,5.71E-06,0.00042696,0.00059048,0.00086246
448.84,4.45E-06,3.40E-05,2.52E-05,-3.52E-06,0.00041748,0.00061003,0.0010032
449.06,7.63E-06,3.57E-05,2.26E-05,6.81E-07,0.00040799,0.00062958,0.0011657
449.28,1.37E-05,3.30E-05,2.20E-05,-1.36E-06,0.00040484,0.0006507,0.0013297
449.5,1.32E-05,3.05E-05,1.97E-05,-2.14E-06,0.0004195,0.00067629,0.0015009
449.72,1.31E-05,3.29E-05,1.84E-05,-5.71E-06,0.00043416,0.00070188,0.0016499
449.94,1.70E-05,3.07E-05,1.94E-05,-6.75E-06,0.00044882,0.00072746,0.0017932
450.16,1.39E-05,2.83E-05,2.12E-05,9.15E-08,0.00046731,0.00075981,0.0019151
450.38,1.35E-05,3.28E-05,2.15E-05,1.26E-06,0.00048687,0.00079403,0.0020206
450.61,1.54E-05,2.87E-05,2.22E-05,7.20E-07,0.00050642,0.00082825,0.0021012
450.83,1.78E-05,2.94E-05,2.07E-05,-1.13E-06,0.00050926,0.00085869,0.0021664
451.05,1.29E-05,2.98E-05,2.54E-05,1.21E-05,0.00047417,0.00088055,0.0021951
451.27,1.20E-05,2.94E-05,2.07E-05,4.96E-06,0.00043908,0.0009024,0.0021964
451.49,8.00E-06,3.81E-05,2.05E-05,4.09E-06,0.00040399,0.00092427,0.002173
451.71,5.72E-06,4.45E-05,2.37E-05,5.61E-06,0.00038559,0.00095328,0.0021184
451.93,5.79E-06,4.43E-05,2.65E-05,1.35E-05,0.00037063,0.00098378,0.0020606
452.15,2.41E-06,4.86E-05,2.66E-05,1.93E-05,0.00035567,0.0010143,0.0019912
452.37,3.89E-06,4.85E-05,2.60E-05,1.88E-05,0.00034914,0.0010378,0.0018983
452.59,5.63E-06,4.47E-05,2.40E-05,1.70E-05,0.00035806,0.0010484,0.0018096
452.81,8.53E-06,4.72E-05,2.37E-05,2.03E-05,0.00036698,0.001059,0.0017121
453.03,5.50E-06,4.06E-05,2.67E-05,2.43E-05,0.0003759,0.0010697,0.0016022
453.25,4.27E-06,4.02E-05,2.53E-05,2.20E-05,0.00040629,0.0010922,0.0014869
453.47,2.61E-06,4.03E-05,2.97E-05,2.70E-05,0.00043967,0.0011164,0.0013698
453.69,6.00E-06,3.85E-05,2.71E-05,2.50E-05,0.00047306,0.0011406,0.0012702
453.91,-2.04E-06,0.0001487,3.79E-05,8.63E-05,0.00047745,0.0011602,0.0012238
454.13,-1.73E-06,0.00014735,3.51E-05,7.77E-05,0.00043888,0.0011732,0.0011471
454.35,5.22E-07,0.00014505,3.06E-05,7.38E-05,0.0004003,0.0011861,0.001075
454.57,-3.78E-06,0.00014466,3.47E-05,6.85E-05,0.00036173,0.0011991,0.0010197
454.79,-6.03E-07,0.00014611,3.27E-05,6.83E-05,0.00037103,0.0012096,0.00095894
455.01,-4.12E-06,0.00014558,3.25E-05,6.89E-05,0.00038399,0.00122,0.00090472
455.23,-2.27E-06,0.00015148,3.75E-05,7.50E-05,0.00039694,0.0012304,0.00085392
455.45,9.67E-07,0.00015554,3.68E-05,7.58E-05,0.0004124,0.001241,0.00081158
455.68,-1.63E-07,0.00015976,3.83E-05,8.24E-05,0.00043083,0.0012519,0.00077198
455.9,-1.59E-06,0.00016263,4.01E-05,9.00E-05,0.00044926,0.0012629,0.00073218
456.12,9.46E-06,4.79E-05,3.13E-05,3.60E-05,0.00046769,0.0012738,0.00064585
456.34,6.35E-06,4.85E-05,3.33E-05,4.59E-05,0.00047366,0.0012706,0.000602
456.56,3.70E-06,4.78E-05,4.01E-05,5.52E-05,0.00047942,0.0012671,0.00055947
456.78,5.23E-06,4.76E-05,3.41E-05,5.66E-05,0.00048518,0.0012637,0.00052508
457,-1.03E-06,4.98E-05,3.95E-05,6.00E-05,0.00049817,0.0012639,0.00049132
457.22,1.96E-06,5.03E-05,4.07E-05,6.38E-05,0.00051805,0.0012677,0.00046338
457.44,2.09E-06,4.74E-05,3.71E-05,6.35E-05,0.00053793,0.0012714,0.00044002
457.66,3.67E-06,5.20E-05,3.70E-05,5.96E-05,0.00055603,0.0012746,0.00041036
457.88,5.67E-06,5.28E-05,3.20E-05,4.53E-05,0.00053269,0.0012654,0.00039177
458.1,2.36E-06,4.66E-05,3.49E-05,4.51E-05,0.00050935,0.0012562,0.00036893
458.32,2.05E-06,5.02E-05,3.22E-05,4.55E-05,0.00048601,0.001247,0.00035793
458.54,5.32E-06,4.82E-05,2.33E-05,3.53E-05,0.00047336,0.0012397,0.00034399
458.76,8.28E-06,4.56E-05,1.84E-05,2.10E-05,0.00046875,0.0012339,0.00033048
458.99,1.01E-05,5.09E-05,2.09E-05,1.72E-05,0.00046414,0.0012282,0.00031618
459.21,1.27E-05,4.44E-05,1.41E-05,1.18E-05,0.00045894,0.0012223,0.00030603
459.43,1.10E-05,4.70E-05,1.42E-05,6.66E-06,0.00044856,0.0012151,0.00029243
459.65,1.25E-05,4.86E-05,1.13E-05,3.50E-07,0.00043818,0.0012079,0.000284
459.87,1.43E-05,4.75E-05,1.38E-05,4.22E-06,0.00042781,0.0012006,0.00028394
460.09,1.68E-05,4.67E-05,2.01E-05,1.70E-05,0.00042381,0.0011841,0.0002711
460.31,2.10E-05,4.38E-05,1.70E-05,1.30E-05,0.00042352,0.0011622,0.00026462
460.53,2.14E-05,3.26E-05,1.34E-05,4.34E-06,0.00042323,0.0011403,0.00025539
460.75,1.97E-05,-0.00010079,1.44E-05,7.47E-07,0.00042428,0.0011162,0.00018614
460.97,1.73E-05,-9.16E-05,1.65E-05,5.06E-06,0.00043206,0.0010807,0.00016546
461.19,1.75E-05,-9.57E-05,1.61E-05,1.20E-05,0.00043985,0.0010452,0.00016087
461.42,1.69E-05,-8.87E-05,1.92E-05,1.08E-05,0.00044764,0.0010097,0.00015461
461.64,1.58E-05,-8.73E-05,2.27E-05,1.61E-05,0.00044355,0.00099638,0.00015031
461.86,1.34E-05,-8.55E-05,2.82E-05,1.86E-05,0.00043432,0.00099263,0.0001423
462.08,1.47E-05,-8.55E-05,2.34E-05,1.10E-05,0.00042509,0.00098888,0.00013872
462.3,1.73E-05,-8.90E-05,1.63E-05,4.80E-07,0.00041906,0.00097739,0.00014295
462.52,1.67E-05,-8.66E-05,1.60E-05,1.17E-06,0.00042368,0.00094017,0.00013898
462.74,1.95E-05,-7.86E-05,2.03E-05,2.45E-07,0.00042829,0.00090296,0.00012866
462.96,1.99E-05,6.27E-05,2.35E-05,9.72E-06,0.00043291,0.00086573,0.000179
463.18,2.45E-05,6.11E-05,2.02E-05,3.21E-06,0.00043112,0.00086031,0.00018944
463.4,2.77E-05,6.05E-05,2.32E-05,2.29E-06,0.00042737,0.00086464,0.00018546
463.63,4.02E-05,5.65E-05,2.78E-05,5.13E-06,0.00042362,0.00086897,0.00018368
463.85,6.96E-05,5.33E-05,2.41E-05,-2.20E-06,0.00041848,0.00087148,0.00018279
464.07,9.96E-05,6.12E-05,2.35E-05,-3.90E-06,0.00041011,0.00086975,0.00018546
464.29,0.00012547,5.37E-05,2.55E-05,-3.09E-07,0.00040174,0.00086802,0.00018195
464.51,0.00014255,5.55E-05,2.59E-05,3.25E-07,0.00039336,0.00086628,0.0001787
464.73,0.00015785,5.88E-05,2.97E-05,7.77E-07,0.00039248,0.00089231,0.00017735
464.95,0.00016764,6.32E-05,2.86E-05,-3.18E-07,0.00039305,0.00092379,0.0001851
465.17,0.00017404,5.55E-05,3.43E-05,-1.91E-06,0.00039363,0.00095526,0.00019466
465.39,0.00017475,5.95E-05,4.02E-05,6.42E-06,0.00042025,0.00099136,0.00020005
465.62,0.00017347,6.29E-05,3.28E-05,-9.45E-08,0.00049071,0.0010353,0.00020899
465.84,0.0001622,6.85E-05,2.79E-05,-1.60E-06,0.00056118,0.0010791,0.00021522
466.06,0.0001362,7.86E-05,3.19E-05,5.79E-06,0.00063164,0.001123,0.0002151
466.28,0.00010435,7.87E-05,2.79E-05,2.08E-06,0.00059752,0.001169,0.00021932
466.5,7.69E-05,9.29E-05,2.68E-05,-3.45E-06,0.00055304,0.0012153,0.00022402
466.72,5.50E-05,0.00010053,3.21E-05,1.16E-07,0.00050855,0.0012615,0.00021267
466.94,3.83E-05,0.00012206,3.45E-05,1.01E-05,0.00047636,0.0013205,0.00022392
467.16,2.53E-05,0.0001265,3.96E-05,1.63E-05,0.00045931,0.0013953,0.00021229
467.39,2.07E-05,0.00014748,3.33E-05,1.74E-05,0.00044227,0.0014702,0.00022442
467.61,9.94E-06,0.00015617,3.53E-05,2.11E-05,0.00042523,0.001545,0.00022725
467.83,1.06E-05,0.00017437,4.24E-05,3.48E-05,0.00043098,0.0016691,0.00023145
468.05,1.17E-05,0.00018701,4.18E-05,3.34E-05,0.00043705,0.001794,0.0002385
468.27,8.38E-06,0.00017849,4.15E-05,2.80E-05,0.00044312,0.0019188,0.0002021
468.49,9.25E-06,0.00018685,4.57E-05,4.12E-05,0.00044918,0.002036,0.00020619
468.71,6.13E-06,0.00019861,4.52E-05,4.58E-05,0.00045525,0.0021465,0.00021647
468.94,2.13E-06,0.00020106,4.63E-05,5.29E-05,0.00046132,0.0022569,0.0002342
469.16,5.24E-06,0.00018582,4.72E-05,5.77E-05,0.0004661,0.002369,0.00023565
469.38,5.15E-06,0.00018295,4.80E-05,7.38E-05,0.00045251,0.0025051,0.00025989
469.6,2.54E-06,0.00018182,5.33E-05,7.94E-05,0.00043892,0.0026413,0.00026455
469.82,1.29E-05,0.00017873,5.40E-05,8.10E-05,0.00042534,0.0027775,0.00027716
470.04,1.07E-05,0.00017229,5.53E-05,8.06E-05,0.00042456,0.0029263,0.00028761
470.26,1.17E-05,0.00016301,5.58E-05,9.16E-05,0.00043207,0.0030833,0.00029722
470.49,1.97E-05,0.00016311,5.66E-05,9.56E-05,0.00043959,0.0032403,0.00034686
470.71,2.20E-05,0.00015239,5.41E-05,8.60E-05,0.00044389,0.0034018,0.0003637
470.93,2.28E-05,0.00012737,5.95E-05,9.45E-05,0.00042972,0.0035892,0.00037316
471.15,2.94E-05,0.00011838,6.30E-05,9.46E-05,0.00041555,0.0037766,0.00038898
471.37,3.06E-05,0.00010825,6.25E-05,8.89E-05,0.00040138,0.003964,0.00040573
471.59,3.53E-05,0.00010058,6.41E-05,8.47E-05,0.00041118,0.0041576,0.00041692
471.81,3.96E-05,8.34E-05,6.57E-05,8.18E-05,0.00043172,0.0043541,0.00042568
472.04,3.92E-05,7.17E-05,6.49E-05,8.31E-05,0.00045225,0.0045505,0.00043876
472.26,4.37E-05,6.40E-05,6.44E-05,7.85E-05,0.00046556,0.004751,0.00044217
472.48,4.68E-05,5.88E-05,7.47E-05,7.56E-05,0.00045514,0.0049651,0.00045232
472.7,4.35E-05,6.09E-05,7.79E-05,7.84E-05,0.00044473,0.0051792,0.00047387
472.92,4.36E-05,5.25E-05,8.87E-05,9.17E-05,0.00043431,0.0053933,0.00048131
473.14,4.72E-05,5.94E-05,9.07E-05,8.74E-05,0.00042952,0.0056086,0.00050169
473.37,4.18E-05,5.93E-05,9.41E-05,8.37E-05,0.00042634,0.0058242,0.00051038
473.59,3.77E-05,5.94E-05,9.81E-05,7.51E-05,0.00042315,0.0060398,0.00051334
473.81,3.60E-05,6.11E-05,9.88E-05,6.45E-05,0.00042118,0.0062683,0.00052214
474.03,3.43E-05,6.21E-05,0.00010054,6.13E-05,0.00042176,0.0065242,0.00053101
474.25,3.27E-05,6.15E-05,0.00010512,5.84E-05,0.00042234,0.0067801,0.00053359
474.47,3.15E-05,6.10E-05,0.00010491,4.96E-05,0.00042292,0.007036,0.00054625
474.7,2.53E-05,5.30E-05,0.00010232,4.54E-05,0.00044232,0.0072615,0.00054821
474.92,2.71E-05,4.96E-05,9.77E-05,3.28E-05,0.00046461,0.0074824,0.0005509
475.14,2.72E-05,5.25E-05,9.82E-05,2.50E-05,0.0004869,0.0077033,0.00055225
475.36,2.91E-05,4.94E-05,9.86E-05,2.66E-05,0.00049939,0.0079133,0.00054814
475.58,3.26E-05,4.78E-05,9.66E-05,2.15E-05,0.00049795,0.0081079,0.00054968
475.81,3.54E-05,5.83E-05,8.98E-05,1.58E-05,0.0004965,0.0083025,0.00056124
476.03,3.44E-05,5.97E-05,9.04E-05,9.92E-06,0.00049505,0.0084971,0.00056222
476.25,3.31E-05,5.71E-05,9.35E-05,7.65E-06,0.00050083,0.0086917,0.00056287
476.47,2.59E-05,5.18E-05,9.87E-05,8.50E-06,0.00050691,0.0088864,0.0005627
476.69,2.05E-05,4.80E-05,0.00010931,1.27E-05,0.00051299,0.009081,0.00056638
476.91,2.27E-05,4.96E-05,0.00011821,1.39E-05,0.0005066,0.0092664,0.0005677
477.14,1.76E-05,5.15E-05,0.00012903,1.71E-05,0.00048806,0.0094428,0.00056863
477.36,1.37E-05,5.24E-05,0.00012457,8.36E-06,0.00046952,0.0096192,0.00057163
477.58,1.27E-05,4.90E-05,0.00013328,1.37E-05,0.00045328,0.0097938,0.00057067
477.8,9.21E-06,-9.70E-05,0.00014303,1.75E-05,0.00047675,0.0099364,0.00050416
478.02,4.57E-06,-0.00010657,0.00016094,3.10E-05,0.00050022,0.010079,0.00049599
478.25,1.46E-06,-0.00010636,0.00017378,3.66E-05,0.00052369,0.010221,0.00048944
478.47,-5.27E-07,-0.00010072,0.00018443,4.07E-05,0.00050536,0.01035,0.00049137
478.69,6.85E-06,-9.80E-05,0.00020316,4.35E-05,0.00045957,0.010469,0.00048897
478.91,9.89E-06,-9.38E-05,0.00022795,5.01E-05,0.00041377,0.010589,0.00047901
479.13,9.28E-06,-8.75E-05,0.00025782,6.27E-05,0.0003785,0.010701,0.00047356
479.36,1.02E-05,-8.93E-05,0.00029426,7.17E-05,0.0004014,0.01077,0.00046315
479.58,1.24E-05,-8.72E-05,0.00033984,8.31E-05,0.0004243,0.010839,0.00044983
479.8,6.91E-06,-8.64E-05,0.00038508,8.63E-05,0.0004472,0.010908,0.00043331
480.02,8.82E-06,5.47E-05,0.0004322,9.99E-05,0.00045603,0.010953,0.00048389
480.24,9.00E-06,5.92E-05,0.00048477,0.00010884,0.00045893,0.010989,0.00047218
480.47,1.46E-05,5.87E-05,0.00054213,0.00011981,0.00046183,0.011025,0.00046257
480.69,1.18E-05,5.60E-05,0.00060882,0.00012952,0.00045839,0.011047,0.0004431
480.91,1.01E-05,6.15E-05,0.00068113,0.00013878,0.00043635,0.011029,0.00042707
481.13,9.19E-06,5.85E-05,0.00074425,0.00013585,0.00041432,0.01101,0.00041756
481.35,8.69E-06,5.21E-05,0.00081768,0.00014284,0.00039227,0.010992,0.00039841
481.58,1.24E-05,5.63E-05,0.00087595,0.00014744,0.00040645,0.010957,0.00038717
481.8,1.87E-05,5.90E-05,0.00092983,0.00015497,0.00042937,0.010919,0.0003833
482.02,2.56E-05,6.54E-05,0.00097391,0.0001639,0.00045228,0.010881,0.00037921
482.24,3.01E-05,6.62E-05,0.0010125,0.00017274,0.00046554,0.01082,0.00037203
482.47,3.51E-05,6.57E-05,0.0010396,0.00017713,0.00046148,0.010718,0.00036405
482.69,3.32E-05,7.03E-05,0.0010726,0.00020256,0.00045742,0.010616,0.00035126
482.91,3.76E-05,7.26E-05,0.0010886,0.0002255,0.00045335,0.010514,0.00034383
483.13,3.60E-05,7.08E-05,0.0010895,0.00024792,0.00046013,0.010391,0.00033412
483.35,3.92E-05,7.45E-05,0.0010861,0.00028675,0.00046796,0.010265,0.00032707
483.58,4.16E-05,7.64E-05,0.0010667,0.00031539,0.0004758,0.010139,0.00032475
483.8,3.53E-05,7.08E-05,0.0010671,0.00035581,0.00048107,0.0099963,0.00031342
484.02,2.76E-05,6.18E-05,0.0010809,0.00040845,0.00048339,0.0098335,0.00029883
484.24,2.13E-05,5.77E-05,0.0011239,0.00046491,0.00048572,0.0096707,0.00028645
484.47,2.07E-05,7.11E-05,0.0011973,0.00053789,0.00048743,0.0095071,0.00028511
484.69,1.79E-05,6.12E-05,0.0013086,0.00063635,0.00045841,0.0093054,0.00027207
484.91,1.73E-05,5.73E-05,0.0014276,0.00075034,0.00042938,0.0091036,0.00026754
485.13,2.18E-05,5.32E-05,0.001544,0.00087775,0.00040035,0.0089019,0.00026215
485.36,2.48E-05,4.83E-05,0.0016633,0.001039,0.00041017,0.0087076,0.00025832
485.58,2.83E-05,5.01E-05,0.0017807,0.0012266,0.00044879,0.0085189,0.00025007
485.8,3.46E-05,4.83E-05,0.0018821,0.0014143,0.0004874,0.0083302,0.00024314
486.02,4.95E-05,5.35E-05,0.0019632,0.001622,0.00051627,0.0081382,0.00024382
486.25,6.90E-05,5.33E-05,0.00202,0.0018406,0.00047997,0.0079245,0.00024672
486.47,9.54E-05,5.60E-05,0.0020351,0.002069,0.00044367,0.0077107,0.00024804
486.69,0.00011489,5.09E-05,0.0020076,0.0022964,0.00040737,0.007497,0.0002329
486.91,0.00014688,6.09E-05,0.0019395,0.0025178,0.00040158,0.0072788,0.00023658
